Year,Geography,Tenure,Age_Group,Household_Count,Avg_Household_Size,Median_Household_Size
2016,Edmonton  ,Renter,55 to 64 years,18025.0,1.9,1.01
2016,Edmonton  ,Renter,65 to 74 years,9525.0,1.56,1.01
2016,Edmonton  ,Renter,75 years and over,7290.0,1.38,1.01
2016,Kelowna  ,Total - Tenure,Total - Age group of primary household maintainer,81385.0,2.34,2.0
2016,Kelowna  ,Total - Tenure,15 to 24 years,2955.0,2.0,2.0
2016,Kelowna  ,Total - Tenure,25 to 34 years,10455.0,2.47,2.02
2016,Kelowna  ,Total - Tenure,35 to 44 years,11745.0,3.19,3.02
2016,Kelowna  ,Total - Tenure,45 to 54 years,14875.0,2.79,3.0
2016,Kelowna  ,Total - Tenure,55 to 64 years,17180.0,2.14,2.0
2016,Kelowna  ,Total - Tenure,65 to 74 years,13300.0,1.88,2.0
2016,Kelowna  ,Total - Tenure,75 years and over,10865.0,1.66,2.0
2016,Kelowna  ,Owner,Total - Age group of primary household maintainer,59665.0,2.42,2.0
2016,Kelowna  ,Owner,15 to 24 years,555.0,1.92,2.0
2016,Kelowna  ,Owner,25 to 34 years,4990.0,2.65,2.02
2016,Kelowna  ,Owner,35 to 44 years,8060.0,3.41,4.0
2016,Kelowna  ,Owner,45 to 54 years,11305.0,2.97,3.0
2016,Kelowna  ,Owner,55 to 64 years,14080.0,2.21,2.0
2016,Kelowna  ,Owner,65 to 74 years,11395.0,1.94,2.0
2016,Kelowna  ,Owner,75 years and over,9280.0,1.71,2.0
2016,Kelowna  ,Renter,Total - Age group of primary household maintainer,21700.0,2.12,2.0
2016,Kelowna  ,Renter,15 to 24 years,2405.0,2.02,2.0
2016,Kelowna  ,Renter,25 to 34 years,5460.0,2.31,2.0
2016,Kelowna  ,Renter,35 to 44 years,3685.0,2.71,2.02
2016,Kelowna  ,Renter,45 to 54 years,3570.0,2.23,2.0
2016,Kelowna  ,Renter,55 to 64 years,3095.0,1.8,2.0
2016,Kelowna  ,Renter,65 to 74 years,1905.0,1.53,1.01
2016,Kelowna  ,Renter,75 years and over,1590.0,1.34,1.01
2016,Abbotsford - Mission  ,Total - Tenure,Total - Age group of primary household maintainer,62630.0,2.82,2.02
2016,Abbotsford - Mission  ,Total - Tenure,15 to 24 years,1790.0,1.99,2.0
2016,Abbotsford - Mission  ,Total - Tenure,25 to 34 years,8600.0,2.99,3.0
2016,Abbotsford - Mission  ,Total - Tenure,35 to 44 years,10995.0,3.82,4.0
2016,Abbotsford - Mission  ,Total - Tenure,45 to 54 years,13175.0,3.25,3.0
2016,Abbotsford - Mission  ,Total - Tenure,55 to 64 years,12525.0,2.51,2.0
2016,Abbotsford - Mission  ,Total - Tenure,65 to 74 years,8735.0,2.13,2.0
2016,Abbotsford - Mission  ,Total - Tenure,75 years and over,6810.0,1.79,2.0
2016,Abbotsford - Mission  ,Owner,Total - Age group of primary household maintainer,44825.0,2.99,2.02
2016,Abbotsford - Mission  ,Owner,15 to 24 years,315.0,2.39,2.0
2016,Abbotsford - Mission  ,Owner,25 to 34 years,4445.0,3.33,3.0
2016,Abbotsford - Mission  ,Owner,35 to 44 years,7620.0,4.13,4.0
2016,Abbotsford - Mission  ,Owner,45 to 54 years,9805.0,3.5,3.02
2016,Abbotsford - Mission  ,Owner,55 to 64 years,9980.0,2.65,2.02
2016,Abbotsford - Mission  ,Owner,65 to 74 years,6925.0,2.24,2.0
2016,Abbotsford - Mission  ,Owner,75 years and over,5725.0,1.84,2.0
2016,Abbotsford - Mission  ,Renter,Total - Age group of primary household maintainer,17800.0,2.38,2.0
2016,Abbotsford - Mission  ,Renter,15 to 24 years,1475.0,1.91,2.0
2016,Abbotsford - Mission  ,Renter,25 to 34 years,4150.0,2.63,2.02
2016,Abbotsford - Mission  ,Renter,35 to 44 years,3375.0,3.11,3.0
2016,Abbotsford - Mission  ,Renter,45 to 54 years,3365.0,2.52,2.02
2016,Abbotsford - Mission  ,Renter,55 to 64 years,2540.0,1.96,2.0
2016,Abbotsford - Mission  ,Renter,65 to 74 years,1810.0,1.7,1.01
2016,Abbotsford - Mission  ,Renter,75 years and over,1085.0,1.57,1.01
2016,Vancouver  ,Total - Tenure,Total - Age group of primary household maintainer,960895.0,2.52,2.02
2016,Vancouver  ,Total - Tenure,15 to 24 years,30220.0,1.82,2.0
2016,Vancouver  ,Total - Tenure,25 to 34 years,142600.0,2.18,2.0
2016,Vancouver  ,Total - Tenure,35 to 44 years,171450.0,3.08,3.0
2016,Vancouver  ,Total - Tenure,45 to 54 years,209675.0,3.04,3.0
2016,Vancouver  ,Total - Tenure,55 to 64 years,188785.0,2.51,2.02
2016,Vancouver  ,Total - Tenure,65 to 74 years,126445.0,2.04,2.0
2016,Vancouver  ,Total - Tenure,75 years and over,91725.0,1.77,2.0
2016,Vancouver  ,Owner,Total - Age group of primary household maintainer,612010.0,2.76,2.02
2016,Vancouver  ,Owner,15 to 24 years,6495.0,1.72,1.01
2016,Vancouver  ,Owner,25 to 34 years,55545.0,2.48,2.02
2016,Vancouver  ,Owner,35 to 44 years,101055.0,3.42,4.0
2016,Vancouver  ,Owner,45 to 54 years,143955.0,3.31,3.02
2016,Vancouver  ,Owner,55 to 64 years,138000.0,2.71,2.02
2016,Vancouver  ,Owner,65 to 74 years,95890.0,2.19,2.0
2016,Vancouver  ,Owner,75 years and over,71065.0,1.87,2.0
2016,Vancouver  ,Renter,Total - Age group of primary household maintainer,348700.0,2.11,2.0
2016,Vancouver  ,Renter,15 to 24 years,23710.0,1.85,2.0
2016,Vancouver  ,Renter,25 to 34 years,87035.0,1.99,2.0
2016,Vancouver  ,Renter,35 to 44 years,70375.0,2.58,2.02
2016,Vancouver  ,Renter,45 to 54 years,65670.0,2.45,2.0
2016,Vancouver  ,Renter,55 to 64 years,50740.0,1.96,2.0
2016,Vancouver  ,Renter,65 to 74 years,30530.0,1.58,1.01
2016,Vancouver  ,Renter,75 years and over,20645.0,1.43,1.01
2016,Victoria  ,Total - Tenure,Total - Age group of primary household maintainer,162735.0,2.2,2.0
2016,Victoria  ,Total - Tenure,15 to 24 years,6965.0,1.89,2.0
2016,Victoria  ,Total - Tenure,25 to 34 years,22560.0,2.18,2.0
2016,Victoria  ,Total - Tenure,35 to 44 years,23680.0,2.92,3.0
2016,Victoria  ,Total - Tenure,45 to 54 years,29330.0,2.65,2.02
2016,Victoria  ,Total - Tenure,55 to 64 years,33025.0,2.06,2.0
2016,Victoria  ,Total - Tenure,65 to 74 years,26780.0,1.78,2.0
2016,Victoria  ,Total - Tenure,75 years and over,20400.0,1.61,1.01
2016,Victoria  ,Owner,Total - Age group of primary household maintainer,101885.0,2.38,2.0
2016,Victoria  ,Owner,15 to 24 years,875.0,1.93,2.0
2016,Victoria  ,Owner,25 to 34 years,7225.0,2.57,2.02
2016,Victoria  ,Owner,35 to 44 years,13470.0,3.29,3.02
2016,Victoria  ,Owner,45 to 54 years,19810.0,2.95,3.0
2016,Victoria  ,Owner,55 to 64 years,23715.0,2.24,2.0
2016,Victoria  ,Owner,65 to 74 years,20675.0,1.89,2.0
2016,Victoria  ,Owner,75 years and over,16120.0,1.69,2.0
2016,Victoria  ,Renter,Total - Age group of primary household maintainer,60745.0,1.89,2.0
2016,Victoria  ,Renter,15 to 24 years,6085.0,1.89,2.0
2016,Victoria  ,Renter,25 to 34 years,15315.0,2.0,2.0
2016,Victoria  ,Renter,35 to 44 years,10185.0,2.42,2.02
2016,Victoria  ,Renter,45 to 54 years,9495.0,2.03,2.0
2016,Victoria  ,Renter,55 to 64 years,9285.0,1.58,1.01
2016,Victoria  ,Renter,65 to 74 years,6095.0,1.4,1.01
2016,Victoria  ,Renter,75 years and over,4275.0,1.29,1.01
2006,Canada  ,Total - Tenure,Total - Age group of primary household maintainer,12437470.0,2.5,2.02
2006,Canada  ,Total - Tenure,15 to 24 years,456625.0,2.02,2.0
2006,Canada  ,Total - Tenure,25 to 34 years,1782270.0,2.56,2.02
2006,Canada  ,Total - Tenure,35 to 44 years,2591890.0,3.15,3.02
2006,Canada  ,Total - Tenure,45 to 54 years,2829775.0,2.86,3.0
2006,Canada  ,Total - Tenure,55 to 64 years,2130820.0,2.22,2.0
2006,Canada  ,Total - Tenure,65 to 74 years,1387285.0,1.87,2.0
2006,Canada  ,Total - Tenure,75 years and over,1258805.0,1.59,1.01
2006,Canada  ,Owner,Total - Age group of primary household maintainer,8509785.0,2.71,2.02
2006,Canada  ,Owner,15 to 24 years,96380.0,2.25,2.0
2006,Canada  ,Owner,25 to 34 years,914490.0,2.86,3.0
2006,Canada  ,Owner,35 to 44 years,1797405.0,3.42,4.0
2006,Canada  ,Owner,45 to 54 years,2135865.0,3.08,3.0
2006,Canada  ,Owner,55 to 64 years,1654860.0,2.36,2.0
2006,Canada  ,Owner,65 to 74 years,1056110.0,1.99,2.0
2006,Canada  ,Owner,75 years and over,854680.0,1.72,2.0
2006,Canada  ,Renter,Total - Age group of primary household maintainer,3878500.0,2.02,2.0
2006,Canada  ,Renter,15 to 24 years,357010.0,1.94,2.0
2006,Canada  ,Renter,25 to 34 years,857470.0,2.21,2.0
2006,Canada  ,Renter,35 to 44 years,781095.0,2.51,2.02
2006,Canada  ,Renter,45 to 54 years,683725.0,2.14,2.0
2006,Canada  ,Renter,55 to 64 years,469565.0,1.69,1.01
2006,Canada  ,Renter,65 to 74 years,327400.0,1.49,1.01
2006,Canada  ,Renter,75 years and over,402245.0,1.31,1.01
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Total - Tenure,Total - Age group of primary household maintainer,197185.0,2.53,2.02
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Total - Tenure,15 to 24 years,5170.0,2.14,2.0
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Total - Tenure,25 to 34 years,23945.0,2.7,3.0
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Total - Tenure,35 to 44 years,39615.0,3.19,3.02
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Total - Tenure,45 to 54 years,45490.0,2.82,3.0
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Total - Tenure,55 to 64 years,39225.0,2.23,2.0
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Total - Tenure,65 to 74 years,24920.0,1.98,2.0
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Total - Tenure,75 years and over,18815.0,1.7,2.0
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Owner,Total - Age group of primary household maintainer,155195.0,2.63,2.02
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Owner,15 to 24 years,1020.0,2.33,2.02
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Owner,25 to 34 years,13970.0,2.89,3.0
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Owner,35 to 44 years,31135.0,3.32,3.02
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Owner,45 to 54 years,38565.0,2.95,3.0
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Owner,55 to 64 years,34360.0,2.3,2.0
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Owner,65 to 74 years,21150.0,2.04,2.0
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Owner,75 years and over,15005.0,1.78,2.0
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Renter,Total - Age group of primary household maintainer,41670.0,2.13,2.0
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Renter,15 to 24 years,4130.0,2.08,2.0
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Renter,25 to 34 years,9890.0,2.43,2.02
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Renter,35 to 44 years,8390.0,2.67,3.0
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Renter,45 to 54 years,6870.0,2.12,2.0
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Renter,55 to 64 years,4830.0,1.67,1.01
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Renter,65 to 74 years,3755.0,1.59,1.01
2006,Newfoundland and Labrador / Terre-Neuve-et-Labrador  ,Renter,75 years and over,3805.0,1.36,1.01
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Total - Tenure,Total - Age group of primary household maintainer,53135.0,2.51,2.02
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Total - Tenure,15 to 24 years,1740.0,2.16,2.0
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Total - Tenure,25 to 34 years,6865.0,2.78,3.0
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Total - Tenure,35 to 44 years,10665.0,3.26,3.02
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Total - Tenure,45 to 54 years,11585.0,2.86,3.0
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Total - Tenure,55 to 64 years,9755.0,2.15,2.0
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Total - Tenure,65 to 74 years,6690.0,1.81,2.0
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Total - Tenure,75 years and over,5835.0,1.61,2.0
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Owner,Total - Age group of primary household maintainer,39355.0,2.7,2.02
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Owner,15 to 24 years,445.0,2.48,2.02
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Owner,25 to 34 years,4060.0,3.01,3.0
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Owner,35 to 44 years,8175.0,3.47,4.0
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Owner,45 to 54 years,9525.0,3.06,3.0
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Owner,55 to 64 years,8040.0,2.27,2.0
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Owner,65 to 74 years,5205.0,1.94,2.0
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Owner,75 years and over,3910.0,1.75,2.0
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Renter,Total - Age group of primary household maintainer,13715.0,1.97,2.0
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Renter,15 to 24 years,1290.0,2.05,2.0
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Renter,25 to 34 years,2800.0,2.44,2.02
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Renter,35 to 44 years,2475.0,2.56,2.02
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Renter,45 to 54 years,2045.0,1.93,2.0
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Renter,55 to 64 years,1705.0,1.59,1.01
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Renter,65 to 74 years,1480.0,1.36,1.01
2006,Prince Edward Island / Île-du-Prince-Édouard  ,Renter,75 years and over,1925.0,1.32,1.01
2006,Nova Scotia / Nouvelle-Écosse  ,Total - Tenure,Total - Age group of primary household maintainer,376845.0,2.39,2.0
2006,Nova Scotia / Nouvelle-Écosse  ,Total - Tenure,15 to 24 years,14315.0,2.02,2.0
2006,Nova Scotia / Nouvelle-Écosse  ,Total - Tenure,25 to 34 years,49195.0,2.58,2.02
2006,Nova Scotia / Nouvelle-Écosse  ,Total - Tenure,35 to 44 years,73250.0,3.03,3.0
2006,Nova Scotia / Nouvelle-Écosse  ,Total - Tenure,45 to 54 years,82640.0,2.71,3.0
2006,Nova Scotia / Nouvelle-Écosse  ,Total - Tenure,55 to 64 years,68670.0,2.11,2.0
2006,Nova Scotia / Nouvelle-Écosse  ,Total - Tenure,65 to 74 years,46260.0,1.85,2.0
2006,Nova Scotia / Nouvelle-Écosse  ,Total - Tenure,75 years and over,42510.0,1.58,1.01
2006,Nova Scotia / Nouvelle-Écosse  ,Owner,Total - Age group of primary household maintainer,271155.0,2.56,2.02
2006,Nova Scotia / Nouvelle-Écosse  ,Owner,15 to 24 years,2395.0,2.19,2.0
2006,Nova Scotia / Nouvelle-Écosse  ,Owner,25 to 34 years,24525.0,2.89,3.0
2006,Nova Scotia / Nouvelle-Écosse  ,Owner,35 to 44 years,53790.0,3.26,3.02
2006,Nova Scotia / Nouvelle-Écosse  ,Owner,45 to 54 years,65875.0,2.9,3.0
2006,Nova Scotia / Nouvelle-Écosse  ,Owner,55 to 64 years,55760.0,2.23,2.0
2006,Nova Scotia / Nouvelle-Écosse  ,Owner,65 to 74 years,37090.0,1.95,2.0
2006,Nova Scotia / Nouvelle-Écosse  ,Owner,75 years and over,31720.0,1.68,2.0
2006,Nova Scotia / Nouvelle-Écosse  ,Renter,Total - Age group of primary household maintainer,103870.0,1.93,2.0
2006,Nova Scotia / Nouvelle-Écosse  ,Renter,15 to 24 years,11810.0,1.98,2.0
2006,Nova Scotia / Nouvelle-Écosse  ,Renter,25 to 34 years,24265.0,2.25,2.0
2006,Nova Scotia / Nouvelle-Écosse  ,Renter,35 to 44 years,18930.0,2.35,2.0
2006,Nova Scotia / Nouvelle-Écosse  ,Renter,45 to 54 years,16365.0,1.89,2.0
2006,Nova Scotia / Nouvelle-Écosse  ,Renter,55 to 64 years,12690.0,1.58,1.01
2006,Nova Scotia / Nouvelle-Écosse  ,Renter,65 to 74 years,9055.0,1.44,1.01
2006,Nova Scotia / Nouvelle-Écosse  ,Renter,75 years and over,10750.0,1.28,1.01
2006,New Brunswick / Nouveau-Brunswick  ,Total - Tenure,Total - Age group of primary household maintainer,295960.0,2.42,2.02
2006,New Brunswick / Nouveau-Brunswick  ,Total - Tenure,15 to 24 years,11245.0,2.04,2.0
2006,New Brunswick / Nouveau-Brunswick  ,Total - Tenure,25 to 34 years,40540.0,2.68,2.02
2006,New Brunswick / Nouveau-Brunswick  ,Total - Tenure,35 to 44 years,57175.0,3.1,3.02
2006,New Brunswick / Nouveau-Brunswick  ,Total - Tenure,45 to 54 years,65450.0,2.69,2.02
2006,New Brunswick / Nouveau-Brunswick  ,Total - Tenure,55 to 64 years,53785.0,2.11,2.0
2006,New Brunswick / Nouveau-Brunswick  ,Total - Tenure,65 to 74 years,35370.0,1.87,2.0
2006,New Brunswick / Nouveau-Brunswick  ,Total - Tenure,75 years and over,32395.0,1.62,1.01
2006,New Brunswick / Nouveau-Brunswick  ,Owner,Total - Age group of primary household maintainer,223375.0,2.57,2.02
2006,New Brunswick / Nouveau-Brunswick  ,Owner,15 to 24 years,2675.0,2.25,2.0
2006,New Brunswick / Nouveau-Brunswick  ,Owner,25 to 34 years,23815.0,2.89,3.0
2006,New Brunswick / Nouveau-Brunswick  ,Owner,35 to 44 years,44855.0,3.29,3.02
2006,New Brunswick / Nouveau-Brunswick  ,Owner,45 to 54 years,54110.0,2.85,3.0
2006,New Brunswick / Nouveau-Brunswick  ,Owner,55 to 64 years,45405.0,2.21,2.0
2006,New Brunswick / Nouveau-Brunswick  ,Owner,65 to 74 years,28840.0,1.96,2.0
2006,New Brunswick / Nouveau-Brunswick  ,Owner,75 years and over,23670.0,1.75,2.0
2006,New Brunswick / Nouveau-Brunswick  ,Renter,Total - Age group of primary household maintainer,71235.0,1.94,2.0
2006,New Brunswick / Nouveau-Brunswick  ,Renter,15 to 24 years,8470.0,1.96,2.0
2006,New Brunswick / Nouveau-Brunswick  ,Renter,25 to 34 years,16440.0,2.36,2.02
2006,New Brunswick / Nouveau-Brunswick  ,Renter,35 to 44 years,11915.0,2.39,2.02
2006,New Brunswick / Nouveau-Brunswick  ,Renter,45 to 54 years,11075.0,1.9,2.0
2006,New Brunswick / Nouveau-Brunswick  ,Renter,55 to 64 years,8230.0,1.59,1.01
2006,New Brunswick / Nouveau-Brunswick  ,Renter,65 to 74 years,6425.0,1.45,1.01
2006,New Brunswick / Nouveau-Brunswick  ,Renter,75 years and over,8685.0,1.29,1.01
2006,Quebec / Québec  ,Total - Tenure,Total - Age group of primary household maintainer,3189340.0,2.32,2.0
2006,Quebec / Québec  ,Total - Tenure,15 to 24 years,121940.0,1.9,2.0
2006,Quebec / Québec  ,Total - Tenure,25 to 34 years,467945.0,2.43,2.02
2006,Quebec / Québec  ,Total - Tenure,35 to 44 years,630870.0,2.96,3.0
2006,Quebec / Québec  ,Total - Tenure,45 to 54 years,725530.0,2.61,2.02
2006,Quebec / Québec  ,Total - Tenure,55 to 64 years,575475.0,2.0,2.0
2006,Quebec / Québec  ,Total - Tenure,65 to 74 years,367575.0,1.76,2.0
2006,Quebec / Québec  ,Total - Tenure,75 years and over,300005.0,1.56,1.01
2006,Quebec / Québec  ,Owner,Total - Age group of primary household maintainer,1917735.0,2.61,2.02
2006,Quebec / Québec  ,Owner,15 to 24 years,18725.0,2.23,2.0
2006,Quebec / Québec  ,Owner,25 to 34 years,204150.0,2.89,3.0
2006,Quebec / Québec  ,Owner,35 to 44 years,399360.0,3.32,4.0
2006,Quebec / Québec  ,Owner,45 to 54 years,499035.0,2.9,3.0
2006,Quebec / Québec  ,Owner,55 to 64 years,398420.0,2.19,2.0
2006,Quebec / Québec  ,Owner,65 to 74 years,239985.0,1.92,2.0
2006,Quebec / Québec  ,Owner,75 years and over,158065.0,1.75,2.0
2006,Quebec / Québec  ,Renter,Total - Age group of primary household maintainer,1267945.0,1.87,2.0
2006,Quebec / Québec  ,Renter,15 to 24 years,103015.0,1.84,2.0
2006,Quebec / Québec  ,Renter,25 to 34 years,262890.0,2.06,2.0
2006,Quebec / Québec  ,Renter,35 to 44 years,230445.0,2.34,2.0
2006,Quebec / Québec  ,Renter,45 to 54 years,225795.0,1.96,2.0
2006,Quebec / Québec  ,Renter,55 to 64 years,176635.0,1.58,1.01
2006,Quebec / Québec  ,Renter,65 to 74 years,127345.0,1.45,1.01
2006,Quebec / Québec  ,Renter,75 years and over,141815.0,1.34,1.01
2006,Ontario  ,Total - Tenure,Total - Age group of primary household maintainer,4555025.0,2.63,2.02
2006,Ontario  ,Total - Tenure,15 to 24 years,131675.0,2.07,2.0
2006,Ontario  ,Total - Tenure,25 to 34 years,626535.0,2.6,2.02
2006,Ontario  ,Total - Tenure,35 to 44 years,1007280.0,3.27,3.02
2006,Ontario  ,Total - Tenure,45 to 54 years,1039225.0,3.07,3.0
2006,Ontario  ,Total - Tenure,55 to 64 years,770310.0,2.39,2.0
2006,Ontario  ,Total - Tenure,65 to 74 years,509130.0,1.95,2.0
2006,Ontario  ,Total - Tenure,75 years and over,470870.0,1.63,2.0
2006,Ontario  ,Owner,Total - Age group of primary household maintainer,3235495.0,2.83,2.02
2006,Ontario  ,Owner,15 to 24 years,26420.0,2.36,2.0
2006,Ontario  ,Owner,25 to 34 years,337230.0,2.88,3.0
2006,Ontario  ,Owner,35 to 44 years,716720.0,3.52,4.0
2006,Ontario  ,Owner,45 to 54 years,799210.0,3.29,3.02
2006,Ontario  ,Owner,55 to 64 years,615565.0,2.53,2.02
2006,Ontario  ,Owner,65 to 74 years,400890.0,2.06,2.0
2006,Ontario  ,Owner,75 years and over,339470.0,1.75,2.0
2006,Ontario  ,Renter,Total - Age group of primary household maintainer,1312290.0,2.13,2.0
2006,Ontario  ,Renter,15 to 24 years,104695.0,1.99,2.0
2006,Ontario  ,Renter,25 to 34 years,287615.0,2.26,2.0
2006,Ontario  ,Renter,35 to 44 years,288675.0,2.63,2.02
2006,Ontario  ,Renter,45 to 54 years,238630.0,2.32,2.0
2006,Ontario  ,Renter,55 to 64 years,153835.0,1.81,1.01
2006,Ontario  ,Renter,65 to 74 years,107695.0,1.53,1.01
2006,Ontario  ,Renter,75 years and over,131140.0,1.33,1.01
2006,Manitoba  ,Total - Tenure,Total - Age group of primary household maintainer,448780.0,2.49,2.02
2006,Manitoba  ,Total - Tenure,15 to 24 years,19795.0,2.09,2.0
2006,Manitoba  ,Total - Tenure,25 to 34 years,65775.0,2.7,2.02
2006,Manitoba  ,Total - Tenure,35 to 44 years,87835.0,3.25,3.02
2006,Manitoba  ,Total - Tenure,45 to 54 years,97600.0,2.88,3.0
2006,Manitoba  ,Total - Tenure,55 to 64 years,73110.0,2.2,2.0
2006,Manitoba  ,Total - Tenure,65 to 74 years,49315.0,1.81,2.0
2006,Manitoba  ,Total - Tenure,75 years and over,55355.0,1.49,1.01
2006,Manitoba  ,Owner,Total - Age group of primary household maintainer,309295.0,2.66,2.02
2006,Manitoba  ,Owner,15 to 24 years,4800.0,2.25,2.0
2006,Manitoba  ,Owner,25 to 34 years,36010.0,2.86,3.0
2006,Manitoba  ,Owner,35 to 44 years,62490.0,3.43,4.0
2006,Manitoba  ,Owner,45 to 54 years,75945.0,3.05,3.0
2006,Manitoba  ,Owner,55 to 64 years,58045.0,2.31,2.0
2006,Manitoba  ,Owner,65 to 74 years,37665.0,1.9,2.0
2006,Manitoba  ,Owner,75 years and over,34345.0,1.64,2.0
2006,Manitoba  ,Renter,Total - Age group of primary household maintainer,127895.0,1.95,2.0
2006,Manitoba  ,Renter,15 to 24 years,14280.0,1.96,2.0
2006,Manitoba  ,Renter,25 to 34 years,27350.0,2.35,2.0
2006,Manitoba  ,Renter,35 to 44 years,22085.0,2.55,2.02
2006,Manitoba  ,Renter,45 to 54 years,19215.0,2.04,2.0
2006,Manitoba  ,Renter,55 to 64 years,13555.0,1.61,1.01
2006,Manitoba  ,Renter,65 to 74 years,10795.0,1.4,1.01
2006,Manitoba  ,Renter,75 years and over,20620.0,1.22,1.0
2006,Saskatchewan  ,Total - Tenure,Total - Age group of primary household maintainer,387140.0,2.44,2.0
2006,Saskatchewan  ,Total - Tenure,15 to 24 years,21450.0,2.1,2.0
